score,time_taken,attempts,avg_user_score,tasks_completed_today,account_age_days,previous_rewards,time_of_day,fraud
9,547,3,8,0,201,0,21,0
21,533,5,6,5,179,12,23,0
6,81,3,16,2,270,12,9,0
2,115,4,19,0,234,1,5,0
22,291,3,5,9,112,9,5,0
13,142,4,13,5,66,0,21,0
23,543,1,17,9,338,6,19,0
9,278,5,7,1,349,12,12,0
15,421,4,18,7,245,1,18,0
15,27,3,18,1,245,19,16,0
21,126,5,18,3,72,6,1,0
9,153,5,5,2,357,16,17,0
24,560,4,6,8,49,4,6,0
12,431,4,12,1,346,10,13,0
5,378,2,9,2,190,10,21,0
11,567,2,15,6,293,10,14,0
8,59,5,11,3,177,16,7,0
12,115,2,10,5,161,18,8,0
3,225,3,17,2,150,7,20,0
23,434,1,5,0,70,19,10,0
10,81,5,10,5,33,13,2,0
19,455,1,15,3,284,9,19,0
17,195,2,11,1,344,6,13,0
10,79,4,8,6,260,1,7,0
24,159,5,12,9,322,16,2,1
20,255,2,12,4,77,0,17,0
3,547,3,11,5,110,12,22,0
17,108,5,15,5,305,18,13,0
0,287,5,19,8,139,13,19,0
6,572,4,6,1,35,17,7,0
5,464,5,10,5,235,19,16,0
14,113,4,10,8,330,13,7,0
17,242,2,16,3,200,14,4,0
23,403,3,19,5,325,13,11,0
10,510,3,16,6,151,4,1,0
19,260,5,11,0,34,15,16,0
23,530,5,10,4,124,4,12,0
14,88,2,6,3,32,12,21,0
15,61,4,12,9,272,15,13,0
6,235,3,19,1,324,14,8,0
20,60,4,8,1,310,4,8,0
9,195,2,13,1,124,5,8,0
11,43,3,12,6,316,12,19,0
23,140,3,18,3,78,15,5,0
13,452,1,7,5,76,9,11,0
24,441,2,7,6,60,1,9,0
4,506,2,12,8,85,12,21,0
20,412,1,6,1,80,16,4,0
17,332,4,13,9,172,0,17,0
4,219,1,8,8,258,3,6,0
2,338,2,19,4,279,17,12,0
22,381,4,10,5,221,5,0,0
4,469,3,7,5,46,11,5,0
23,142,1,7,2,73,19,20,0
16,130,4,7,9,54,12,20,0
18,461,4,15,6,327,1,7,0
18,138,4,17,6,221,16,8,0
24,100,1,14,7,337,9,6,0
20,584,3,16,4,9,18,9,0
11,38,4,18,1,326,4,7,0
24,533,1,18,2,172,11,1,0
8,342,2,18,8,84,17,17,0
0,306,1,16,5,330,8,14,0
17,139,1,6,7,329,10,23,0
20,302,1,12,7,12,3,5,0
3,182,4,13,4,32,9,23,0
9,33,1,19,0,339,0,13,0
24,108,2,12,5,289,1,21,0
6,415,4,19,6,320,8,23,0
21,365,2,14,8,304,17,17,0
22,148,5,7,1,272,15,23,0
0,512,1,11,1,178,13,2,0
16,183,4,15,9,114,3,0,0
23,38,4,14,0,26,1,22,0
1,505,1,6,4,237,11,0,0
10,360,3,8,1,310,19,13,0
8,563,3,16,2,172,4,0,0
6,308,2,17,1,233,3,0,0
21,201,1,18,3,37,14,3,0
16,73,1,17,2,265,2,11,0
16,224,5,10,8,13,16,14,0
1,175,3,15,9,316,7,3,0
5,552,3,9,1,106,11,9,0
13,241,1,17,6,126,7,10,0
5,550,2,13,2,336,19,5,0
1,204,1,14,9,130,19,9,0
0,515,2,8,7,316,4,11,0
9,343,3,9,3,256,5,2,0
20,313,5,8,3,115,4,14,0
4,446,4,18,8,299,7,15,0
1,332,3,17,2,124,17,9,0
21,511,2,18,6,256,3,21,0
15,402,1,12,0,139,3,22,0
24,158,3,17,6,206,4,10,0
1,414,5,12,9,47,14,15,1
9,292,2,19,1,217,5,16,0
1,371,1,7,5,319,15,13,0
15,388,4,5,8,350,13,15,0
15,207,2,10,5,123,13,13,0
18,565,1,6,2,31,15,5,0
6,365,4,6,0,55,3,9,0
21,549,1,7,3,153,10,16,0
11,438,4,12,3,286,18,22,0
23,26,4,7,7,36,18,9,0
14,388,4,11,9,306,7,20,0
7,515,1,14,9,285,9,9,0
5,85,4,18,6,256,4,13,0
9,240,2,14,9,178,15,19,0
2,257,5,13,6,36,2,16,0
18,311,5,17,6,254,9,8,0
16,224,4,12,1,162,12,14,0
6,167,5,5,8,21,6,6,0
20,78,5,11,5,294,11,1,0
19,402,4,11,1,75,13,3,0
3,94,4,12,0,207,9,19,0
13,276,2,14,0,178,8,23,0
19,78,3,9,0,37,11,17,0
21,356,1,14,3,120,2,10,0
14,432,4,13,3,118,12,4,0
23,183,4,13,8,1,5,7,0
7,124,5,12,0,209,5,21,0
20,229,2,10,2,311,18,19,0
14,40,5,10,2,208,6,4,0
21,532,4,5,7,154,3,1,0
19,352,4,17,1,250,4,4,0
13,386,5,19,5,171,0,2,0
8,139,4,10,3,315,17,11,0
7,548,3,18,9,307,16,18,0
16,11,1,8,5,107,8,6,0
1,110,1,8,4,143,8,18,0
24,542,1,18,8,8,9,3,0
23,67,3,6,8,94,19,22,0
2,398,4,17,0,97,16,13,0
7,350,5,15,2,7,12,18,0
11,29,2,18,0,274,3,17,0
0,264,4,8,5,12,17,6,0
9,326,3,9,2,2,17,14,0
19,47,3,17,0,349,8,20,0
2,546,1,16,5,7,2,0,0
5,395,4,9,4,12,6,11,0
6,35,1,9,7,340,14,23,0
19,463,2,8,1,57,8,18,0
22,332,1,5,7,78,8,22,0
24,522,2,18,4,74,3,5,0
17,22,3,14,7,233,17,12,0
10,569,1,12,9,279,16,5,0
18,380,1,7,3,30,5,12,0
4,300,5,6,3,314,6,14,0
18,341,3,13,9,95,9,15,0
10,270,5,11,3,308,9,7,0
23,214,2,13,5,56,5,12,0
11,396,2,17,3,10,5,12,0
9,477,3,6,8,147,18,19,0
7,424,2,13,8,364,7,19,0
23,78,3,14,2,87,8,11,0
8,481,2,13,6,253,0,18,0
3,113,4,15,4,187,15,16,0
4,170,1,13,8,233,5,2,0
20,209,4,14,1,253,7,14,0
7,225,3,17,2,224,14,16,0
22,221,3,14,9,340,11,5,0
8,517,4,8,4,4,9,23,0
14,25,1,14,4,353,15,18,0
14,507,1,7,9,112,14,11,0
15,341,5,10,6,193,10,3,0
13,560,2,7,7,141,6,20,0
7,265,5,15,7,323,7,22,0
17,181,1,13,0,140,10,11,0
9,507,4,7,0,349,8,21,0
19,480,2,6,2,95,6,1,0
5,393,4,12,0,41,14,6,0
11,598,5,10,0,2,14,15,1
1,516,3,12,9,278,15,23,0
6,536,4,19,7,150,2,11,0
15,334,5,17,0,41,15,15,0
2,223,5,11,8,351,14,13,0
12,217,5,7,1,116,0,0,0
2,178,3,12,8,120,13,21,0
17,339,3,14,6,237,10,8,0
10,289,3,5,8,270,2,6,0
7,314,2,5,2,349,8,4,0
5,155,3,17,0,291,5,9,0
0,525,3,17,0,9,15,9,0
0,99,3,14,9,239,10,17,0
22,462,4,17,5,118,17,6,0
7,69,3,12,6,352,16,17,0
4,320,2,17,8,315,16,12,0
15,537,5,13,5,312,2,10,0
10,236,4,14,4,10,18,9,0
4,483,1,10,1,25,14,21,0
3,550,3,9,1,173,9,8,0
5,88,5,6,7,225,7,14,0
13,442,5,15,0,11,16,13,0
21,162,4,13,7,101,3,2,0
18,410,1,10,9,265,7,23,0
8,288,2,12,6,327,1,13,0
11,66,5,13,6,83,7,20,0
10,195,5,13,4,276,6,15,0
13,407,5,12,2,345,8,22,0
22,167,5,16,6,261,17,2,0
15,368,4,14,6,221,16,7,0
0,449,1,12,6,311,0,1,0
12,598,5,7,1,219,11,23,0
22,475,2,17,2,89,3,1,0
20,455,2,7,2,15,16,22,0
20,497,3,6,3,246,6,17,0
12,539,5,5,8,176,2,6,0
1,82,5,8,9,4,0,16,1
3,26,5,6,0,334,18,5,0
5,540,5,18,6,21,1,9,0
22,335,5,18,6,208,5,6,0
4,555,2,6,3,137,10,3,0
24,211,1,17,0,322,3,10,0
2,353,1,15,2,363,0,15,0
0,532,3,15,4,216,10,16,0
3,409,2,9,1,117,15,5,0
24,227,5,8,6,179,5,19,0
19,454,1,5,9,246,10,18,0
1,231,4,19,9,128,7,19,1
4,392,4,19,6,358,19,21,0
2,16,4,13,9,78,0,20,0
8,281,5,18,4,229,13,17,0
19,25,5,8,9,293,1,14,1
5,433,3,9,5,262,5,1,0
17,533,3,11,0,82,8,18,0
5,30,3,6,3,342,13,5,0
18,237,4,12,3,338,7,11,0
11,297,5,15,7,307,2,0,0
24,143,4,6,1,66,9,22,0
10,292,3,15,0,96,17,23,0
1,413,5,14,6,145,19,22,0
14,75,2,9,5,65,8,10,0
11,446,1,17,4,9,8,18,0
11,268,1,16,7,357,18,21,0
8,112,3,6,1,186,12,3,0
20,576,4,6,1,158,0,20,0
23,110,2,8,8,31,16,18,0
1,207,5,8,0,151,3,20,0
21,235,4,17,5,319,3,5,0
2,472,3,12,2,242,15,7,0
11,246,4,17,4,156,15,21,0
15,35,3,10,7,59,14,8,0
20,130,1,14,6,10,5,9,0
23,515,1,12,3,345,4,9,0
0,191,4,17,7,124,9,9,0
20,552,2,11,9,356,6,3,0
2,324,5,17,1,346,6,17,0
19,282,3,14,6,282,9,11,0
1,241,5,8,4,237,9,10,0
8,429,1,6,5,333,14,15,0
18,451,2,19,2,17,5,18,0
14,505,2,13,9,324,1,10,0
17,33,5,6,6,23,7,22,0
10,118,1,5,6,9,19,3,0
24,511,5,12,1,207,14,11,0
22,34,4,14,0,45,17,16,0
15,196,2,19,9,331,4,23,0
21,297,2,13,1,27,3,12,0
16,347,4,5,7,188,9,3,0
4,46,1,11,9,140,18,5,0
11,146,2,6,2,9,13,6,0
10,517,3,10,3,234,12,7,0
14,236,3,17,7,92,9,1,0
2,329,1,15,2,77,5,8,0
0,191,4,9,5,340,12,9,0
19,95,5,5,1,244,10,18,0
15,476,1,6,2,333,14,0,0
1,62,5,6,0,155,1,15,0
1,244,1,14,8,218,14,17,0
2,442,3,14,3,285,18,7,0
7,505,4,10,5,150,16,9,0
23,109,3,15,6,329,19,21,0
14,412,4,16,1,88,17,10,0
6,405,5,5,7,106,5,16,0
5,536,1,15,8,294,14,6,0
8,424,2,17,9,95,16,2,0
19,472,2,8,1,253,8,6,0
0,550,4,16,4,39,11,5,0
7,373,4,14,1,255,4,2,0
22,139,3,15,4,54,13,7,0
22,93,2,9,6,243,7,0,0
2,280,3,6,5,110,16,4,0
3,253,5,6,3,254,8,23,0
24,397,2,19,1,112,2,18,0
14,223,5,11,6,174,6,12,0
5,175,1,11,9,189,11,10,0
14,68,3,10,8,221,2,21,0
20,513,4,5,0,249,8,10,0
2,132,2,16,2,52,13,1,0
24,422,3,17,6,162,17,8,0
20,148,4,16,8,35,10,1,0
20,238,1,7,4,37,3,20,0
13,283,2,13,6,334,7,18,0
19,448,5,14,9,317,17,11,1
13,571,1,5,6,111,12,8,0
3,127,4,6,3,177,3,8,0
11,492,2,12,4,9,9,22,0
16,404,2,11,1,275,7,9,0
6,469,1,13,7,121,11,4,0
8,87,2,14,0,105,18,8,0
2,421,4,16,1,156,11,22,0
12,84,1,19,2,336,1,17,0
14,304,5,19,6,26,7,9,0
17,30,1,19,5,296,12,16,0
18,180,1,16,6,25,0,9,0
0,24,5,8,4,355,2,13,0
5,220,4,8,3,69,1,3,0
22,569,3,11,6,327,19,9,0
1,95,3,5,2,151,7,23,0
23,158,5,14,9,345,2,21,1
13,381,4,16,6,65,14,17,0
5,489,2,13,1,150,1,4,0
13,160,5,6,7,320,16,8,0
3,150,3,19,5,245,5,5,0
20,78,4,5,2,58,0,15,0
7,269,1,11,2,156,3,21,0
2,530,4,10,4,112,18,22,0
18,380,4,16,2,123,6,15,0
13,428,3,7,5,353,13,10,0
19,110,3,5,1,362,13,20,0
16,252,2,16,7,203,9,14,0
24,521,2,9,8,4,6,18,0
7,564,5,14,6,129,15,2,0
23,104,1,18,2,26,3,15,0
13,235,2,8,9,289,6,20,0
5,527,3,9,3,27,14,19,0
22,223,4,5,9,42,16,4,0
21,76,5,5,1,71,2,8,0
15,405,2,9,8,64,15,4,0
24,21,4,10,4,25,1,3,0
18,246,4,9,1,72,6,12,0
13,408,2,6,9,361,15,19,0
18,416,1,13,5,268,8,16,0
2,489,1,9,6,314,11,19,0
9,231,5,15,1,95,0,11,0
18,165,1,15,0,357,13,19,0
8,437,5,9,6,364,10,19,0
19,167,3,14,0,315,17,6,0
12,425,2,13,2,117,4,0,0
6,335,4,7,3,164,14,15,0
13,380,5,9,1,278,6,6,0
8,353,1,19,6,65,13,1,0
22,271,5,17,4,306,19,11,0
24,292,5,16,0,260,7,10,0
18,238,1,9,7,228,3,7,0
14,289,1,6,9,200,2,0,0
19,299,2,15,6,220,11,2,0
13,56,4,8,3,180,17,7,0
23,223,2,15,1,358,14,7,0
5,33,2,15,6,228,10,10,0
20,330,1,6,1,252,10,20,0
3,283,1,9,5,299,11,4,0
7,565,4,14,0,361,18,7,0
16,322,5,17,6,4,16,20,1
8,372,2,16,6,141,5,8,0
0,389,4,6,3,166,7,16,0
23,479,2,14,3,254,14,4,0
19,125,5,19,9,153,19,18,1
24,51,2,18,4,67,9,18,0
13,388,3,13,1,55,14,1,0
10,215,4,14,8,96,11,18,0
20,475,1,10,9,167,10,22,0
2,289,2,12,3,321,17,14,0
8,127,4,13,8,331,4,7,0
13,246,4,19,2,342,11,23,0
8,318,2,17,8,62,4,7,0
3,465,1,12,0,174,9,0,0
3,484,1,9,6,253,13,13,0
7,109,2,9,3,112,15,10,0
1,270,4,10,6,215,4,6,0
8,314,1,18,9,239,10,17,0
13,363,2,5,5,227,18,14,0
21,295,2,17,3,230,7,9,0
8,337,2,15,3,233,18,3,0
23,112,4,12,7,163,19,20,0
22,72,1,6,6,126,17,0,0
15,291,4,10,3,253,11,13,0
16,450,3,18,5,333,12,19,0
15,302,1,18,5,199,17,19,0
11,16,4,13,0,197,14,8,0
2,101,1,17,1,122,14,12,0
10,199,3,7,3,264,11,16,0
13,485,5,6,5,54,8,23,0
17,520,2,14,5,135,18,19,0
20,471,4,9,0,339,11,3,0
20,62,3,15,7,359,4,4,0
4,495,3,13,1,151,19,17,0
15,499,1,10,4,100,9,16,0
19,373,1,18,3,234,6,20,0
4,121,2,12,4,32,10,6,0
2,418,1,12,4,62,7,9,0
11,16,4,11,9,196,6,8,0
0,206,4,9,7,30,15,12,0
20,376,4,6,9,243,15,17,0
8,259,5,18,6,106,13,11,0
8,249,4,19,8,295,14,7,0
3,389,1,14,0,133,19,22,0
2,480,1,14,5,22,8,17,0
16,464,4,9,5,156,15,4,0
1,375,3,16,1,214,15,6,0
23,299,3,11,7,226,4,14,0
0,412,3,16,5,285,2,2,0
7,67,2,16,9,171,12,17,0
12,530,5,11,8,42,7,5,0
22,313,4,15,9,60,16,5,0
14,124,2,17,4,77,4,19,0
7,219,3,19,6,202,5,0,0
11,50,4,6,5,220,1,20,0
21,182,2,11,4,187,13,16,0
11,243,1,10,5,96,3,10,0
13,599,3,11,3,342,2,23,0
14,412,2,15,2,212,8,1,0
14,48,1,12,0,340,17,8,0
8,128,3,8,0,262,11,18,0
18,344,5,5,5,329,8,5,0
19,345,3,12,8,77,17,6,0
21,548,5,12,7,31,12,3,0
7,83,5,7,1,39,13,2,0
20,200,5,7,8,306,9,1,0
18,333,4,9,7,334,2,9,0
5,156,4,18,8,214,6,9,0
19,293,5,7,3,126,17,16,0
24,222,1,19,8,165,15,15,0
18,403,5,18,1,246,16,0,0
3,348,2,9,0,109,5,11,0
22,31,5,19,8,88,11,19,0
6,114,4,12,9,200,18,19,0
3,475,4,5,7,271,2,9,0
21,468,2,6,6,51,2,0,0
11,441,2,6,7,198,17,15,0
12,230,3,16,0,23,10,10,0
2,388,1,8,8,153,5,3,0
21,231,1,13,9,223,18,2,0
11,267,1,6,8,221,4,12,0
1,376,4,16,8,151,12,20,0
23,358,1,18,5,266,4,14,0
1,234,3,15,3,73,2,9,0
22,245,3,17,1,77,18,5,0
8,192,1,19,3,32,16,10,0
0,453,2,16,6,65,2,0,0
7,15,3,13,0,357,14,19,0
22,245,2,11,8,18,16,3,0
5,136,4,14,2,164,12,9,0
5,113,3,12,3,287,13,21,0
21,489,2,5,4,54,15,14,0
24,164,1,17,2,63,10,0,0
17,266,4,9,3,257,16,20,0
16,244,5,13,4,239,4,14,0
11,509,5,16,0,9,14,2,0
5,298,1,8,8,120,17,0,0
7,519,4,6,9,348,15,5,0
18,561,4,10,9,90,13,18,0
9,578,4,6,3,312,13,3,0
0,307,4,7,8,175,12,11,0
24,146,5,18,3,3,0,1,1
12,385,2,12,0,130,5,16,0
16,96,4,19,4,54,10,5,0
2,428,2,7,8,293,10,11,0
7,208,4,6,2,184,15,14,0
13,472,3,10,4,353,2,16,0
2,446,3,18,2,224,16,0,0
15,319,3,7,2,12,13,13,0
12,290,4,5,0,195,1,22,0
19,332,2,16,1,247,8,1,0
23,161,5,18,1,154,7,3,0
16,311,1,19,8,78,10,19,0
12,287,5,19,6,140,6,1,0
5,17,4,18,7,90,1,21,0
16,244,3,7,1,144,3,13,0
13,570,3,10,8,72,13,17,0
16,311,2,7,2,177,12,7,0
7,47,4,13,9,348,12,19,0
10,145,5,11,1,263,12,0,0
19,430,4,18,0,271,4,15,0
0,228,4,9,8,105,11,6,0
6,357,3,6,7,72,5,5,0
20,555,5,19,3,74,13,21,1
20,88,1,13,6,143,7,18,0
16,282,3,9,2,62,7,9,0
9,170,5,11,2,146,6,22,0
10,317,2,13,3,46,16,5,0
21,383,3,8,1,229,10,9,0
8,18,2,13,9,105,9,18,0
8,453,3,5,3,109,12,2,0
23,122,4,16,9,317,9,19,0
4,214,5,10,2,121,13,2,0
16,414,2,6,7,43,8,19,0
8,206,3,12,1,99,6,5,0
16,124,2,9,8,194,6,16,0
23,130,3,19,2,311,17,17,0
20,74,3,7,3,214,15,9,0
18,285,1,6,9,229,7,5,0
6,248,1,12,9,185,15,12,0
22,311,1,11,2,112,18,5,0
8,401,2,13,2,347,14,11,0
6,531,4,12,7,272,14,13,0
12,378,3,15,7,313,5,16,0
10,242,5,8,5,102,8,21,0
13,204,1,6,3,210,14,7,0
18,21,2,18,0,227,6,4,0
10,186,2,17,3,281,7,3,0
12,226,2,6,7,22,17,5,0
13,20,5,6,5,248,15,10,0
12,455,5,18,1,159,14,4,0
0,173,1,15,2,229,2,21,0
7,560,5,16,6,343,0,13,0
11,62,1,10,3,187,12,9,0
18,227,5,11,3,143,11,10,0
11,369,5,16,4,338,8,2,0
7,394,5,10,7,358,1,22,0
7,65,1,6,6,24,8,7,0
20,127,3,8,8,141,7,20,0
12,262,1,7,4,240,4,4,0
11,189,3,15,0,292,12,19,0
15,424,2,17,3,305,1,20,0
0,244,2,8,5,82,9,9,0
12,89,1,9,5,48,5,7,0
6,31,3,11,8,353,6,20,0
4,486,3,18,9,358,2,8,0
7,449,3,13,4,171,13,14,0
24,579,2,19,4,262,15,0,0
13,102,1,15,5,68,5,22,0
22,201,4,6,5,14,7,4,0
12,112,3,12,2,30,0,14,0
14,405,3,7,5,110,19,3,0
22,16,4,13,7,212,14,18,0
16,576,1,14,5,264,16,9,0
14,240,3,16,4,322,17,22,0
19,583,1,8,2,202,2,1,0
17,249,3,19,0,84,5,4,0
17,99,5,7,4,53,16,17,0
1,241,3,14,5,355,12,22,0
3,466,5,10,5,256,16,5,0
0,242,1,14,5,74,15,9,0
3,363,3,17,2,220,16,14,0
17,342,2,13,3,143,0,22,0
4,448,2,11,2,100,15,8,0
18,384,4,8,1,129,5,12,0
14,301,2,7,7,219,7,17,0
7,354,5,14,6,271,0,6,0
19,437,2,8,7,22,1,1,0
16,139,2,7,5,178,14,15,0
0,150,2,16,6,48,4,1,0
11,424,3,7,0,117,19,3,0
18,102,4,16,9,329,14,1,0
14,293,1,18,4,179,9,16,0
8,232,4,17,3,273,4,5,0
6,472,5,13,9,362,2,9,1
1,554,3,8,2,339,5,13,0
8,285,3,13,1,360,14,14,0
9,149,2,16,8,347,17,20,0
1,366,2,19,7,179,13,11,0
18,32,5,14,9,49,9,18,1
10,279,3,9,1,315,3,10,0
12,342,1,11,5,255,10,0,0
9,94,4,18,2,30,19,7,0
13,40,3,9,2,85,6,21,0
17,249,1,5,4,277,14,5,0
18,372,1,6,6,34,8,11,0
21,398,4,15,6,329,14,19,0
8,308,1,19,9,98,11,15,0
24,380,5,9,0,76,17,17,0
6,108,1,10,6,175,5,11,0
2,56,5,11,6,341,17,19,0
19,431,1,6,5,249,17,1,0
5,489,2,14,5,340,5,6,0
20,588,1,13,1,134,14,8,0
1,71,5,10,2,178,18,17,0
5,118,1,6,2,228,4,8,0
2,558,1,6,2,63,3,7,0
15,128,1,7,1,268,16,0,0
7,391,5,5,8,258,9,4,0
1,401,1,13,5,144,11,15,0
16,61,4,18,1,303,4,13,0
8,298,4,14,2,52,6,12,0
11,346,5,15,9,303,11,10,1
2,213,2,8,5,99,1,19,0
10,247,4,9,3,306,19,22,0
0,391,3,11,6,45,16,12,0
22,145,4,5,5,42,12,14,0
12,416,3,7,5,327,4,23,0
14,517,5,18,2,57,4,15,0
4,371,2,7,7,33,19,12,0
20,390,3,6,8,114,11,7,0
16,585,3,12,5,300,11,17,0
24,263,4,9,1,114,6,18,0
22,486,3,5,0,56,5,14,0
23,123,5,16,2,44,9,9,0
24,29,5,6,2,212,18,22,0
5,537,5,5,7,352,15,3,0
20,154,4,19,4,329,1,5,0
21,217,2,10,0,34,3,7,0
10,540,4,13,3,270,8,23,0
17,385,5,15,6,196,4,6,0
3,513,4,11,4,125,0,11,0
2,175,5,9,9,79,10,17,1
12,559,1,16,5,255,18,17,0
22,190,1,17,9,145,2,18,0
8,453,3,7,3,83,0,3,0
20,341,2,16,1,230,3,0,0
5,512,1,16,8,137,8,4,0
11,88,5,12,1,27,15,6,0
1,594,4,14,1,177,6,10,0
2,405,4,8,1,207,4,20,0
2,112,3,13,0,306,12,22,0
11,411,4,9,2,311,10,20,0
14,233,1,18,5,213,13,10,0
8,527,4,10,6,354,16,9,0
22,245,1,9,0,37,11,23,0
7,436,1,14,4,293,18,6,0
10,125,2,16,4,179,4,15,0
15,172,3,15,0,160,7,0,0
24,235,5,11,3,12,1,0,0
21,239,1,11,9,169,16,11,0
3,191,3,5,0,312,1,15,0
0,258,5,6,0,80,2,4,0
23,327,4,11,6,14,19,13,0
6,219,3,12,6,54,17,17,0
1,401,3,8,2,254,14,8,0
23,105,3,10,6,65,4,1,0
4,95,4,15,2,58,16,11,0
6,424,4,16,1,96,13,9,0
3,403,3,14,9,21,0,1,0
4,510,2,7,3,260,13,14,0
23,591,1,11,9,73,8,3,0
0,142,4,15,2,248,4,18,0
0,323,2,7,6,127,3,21,0
14,230,4,15,0,46,0,3,0
19,447,3,11,5,268,2,8,0
18,55,2,16,1,128,19,12,0
9,201,5,15,7,30,10,9,0
17,529,1,16,4,94,15,13,0
2,388,1,15,2,224,10,2,0
10,343,4,12,9,316,9,2,0
14,48,1,7,6,100,11,19,0
10,302,5,6,1,71,4,15,0
16,171,2,16,4,81,9,8,0
16,340,2,10,7,300,12,13,0
5,113,3,8,0,108,18,21,0
4,170,2,12,0,102,6,15,0
7,63,4,17,2,91,15,8,0
1,43,5,19,2,16,5,23,0
15,251,3,18,6,110,9,22,0
19,122,4,6,5,263,9,4,0
23,327,4,8,6,160,10,12,0
11,32,4,6,3,253,9,14,0
5,567,1,18,1,89,13,3,0
0,127,4,6,1,95,14,13,0
3,221,1,6,9,272,6,19,0
16,427,2,5,0,247,12,23,0
12,122,1,8,8,361,10,19,0
17,53,4,6,6,206,6,6,0
4,137,5,13,9,345,10,3,1
23,167,5,13,2,318,13,16,0
23,403,2,15,1,286,16,8,0
2,521,4,15,2,248,15,3,0
10,54,1,11,6,67,0,2,0
12,117,5,10,4,46,8,18,0
3,228,3,16,2,43,8,8,0
13,452,4,7,8,229,9,7,0
21,324,4,18,1,301,18,6,0
10,186,3,16,6,234,14,6,0
9,237,5,18,9,199,15,3,1
18,276,3,19,5,336,10,18,0
17,388,2,11,5,32,16,11,0
5,498,1,5,6,264,18,19,0
14,299,1,13,5,113,12,5,0
20,366,5,8,1,318,5,11,0
9,213,3,10,4,276,14,19,0
4,222,4,10,2,146,15,3,0
4,561,4,15,8,357,3,1,0
9,332,4,7,7,6,7,14,0
4,190,2,8,9,340,6,22,0
2,508,2,17,1,108,16,5,0
22,329,4,15,0,260,15,17,0
5,92,5,14,3,71,1,20,0
3,312,2,7,3,340,16,21,0
17,271,2,17,9,162,3,4,0
8,209,1,10,1,100,13,3,0
16,249,1,5,6,327,7,10,0
12,304,5,12,2,33,4,10,0
14,521,2,12,6,143,4,8,0
19,405,2,13,6,244,4,2,0
16,147,3,10,0,224,4,10,0
12,138,5,5,5,214,2,1,0
15,58,5,7,3,120,5,8,0
21,302,3,19,7,168,0,23,0
3,545,3,5,7,349,7,9,0
4,320,1,19,2,217,12,10,0
4,546,5,17,3,355,19,2,0
8,243,5,19,0,322,5,16,0
16,218,3,9,9,217,17,10,0
12,103,4,7,1,54,17,16,0
1,336,4,18,6,208,15,18,0
12,234,1,6,6,80,7,3,0
21,20,4,7,8,151,16,1,0
20,338,4,13,9,55,7,23,0
22,21,4,15,8,5,14,13,0
18,44,2,12,8,35,9,14,0
2,456,1,17,5,349,0,2,0
9,461,3,7,7,119,8,19,0
1,229,4,15,8,197,16,21,0
12,450,2,6,6,54,19,12,0
18,544,4,9,3,259,0,21,0
16,238,2,16,3,262,8,12,0
20,353,1,16,5,343,13,17,0
13,89,4,17,3,312,4,21,0
11,362,2,16,6,2,5,19,0
20,405,5,5,7,82,4,20,0
11,299,5,8,7,350,3,6,0
10,464,2,12,7,5,15,22,0
6,137,4,5,1,174,15,15,0
3,552,4,9,9,139,9,15,0
18,368,1,16,1,193,13,21,0
0,536,1,8,1,138,12,5,0
23,322,3,10,1,297,3,5,0
2,84,1,11,3,116,13,3,0
12,555,4,13,4,44,8,2,0
14,205,3,5,3,346,2,0,0
1,38,1,15,4,289,9,2,0
10,25,2,14,3,219,14,18,0
3,432,5,8,6,56,18,8,0
18,598,1,10,9,242,1,13,0
16,414,1,14,0,258,1,18,0
2,540,2,11,0,1,8,23,0
17,86,4,11,1,289,3,23,0
7,238,2,12,0,103,4,18,0
21,306,1,18,9,292,1,12,0
24,519,4,14,9,149,6,21,0
23,582,3,12,2,84,18,15,0
18,547,1,12,5,26,5,7,0
4,592,2,12,9,175,15,23,0
6,335,3,16,5,223,13,15,0
20,372,5,19,0,129,11,8,0
7,368,3,12,5,142,5,8,0
4,333,2,10,4,346,12,23,0
16,335,3,13,6,302,14,22,0
4,174,2,7,5,298,13,2,0
3,582,1,10,6,135,7,6,0
21,464,4,9,1,55,19,19,0
18,162,5,19,0,56,10,17,0
20,136,4,19,6,76,8,23,0
1,202,4,12,8,319,11,1,0
10,539,4,8,1,339,5,0,0
21,19,2,8,6,355,18,11,0
12,101,2,17,2,132,2,15,0
14,148,5,19,5,42,0,11,0
11,490,2,14,2,352,14,20,0
21,458,2,15,9,110,14,9,0
20,342,2,14,4,70,4,8,0
21,349,2,17,1,284,10,20,0
10,61,1,9,7,126,0,17,0
6,475,5,15,7,348,9,3,1
4,484,2,17,6,296,19,7,0
16,410,5,17,5,179,10,22,0
23,448,3,19,0,298,6,20,0
19,518,1,10,7,197,16,3,0
8,162,2,19,0,261,11,15,0
13,523,1,15,7,101,3,20,0
11,512,1,8,1,61,11,22,0
5,15,3,6,7,183,2,20,0
16,509,5,16,9,297,17,7,1
18,127,1,16,3,9,11,6,0
18,494,4,18,6,206,18,22,0
15,477,3,6,4,318,12,23,0
11,170,4,16,7,54,15,12,0
11,279,3,7,5,180,7,7,0
19,65,4,6,4,104,5,21,0
5,237,4,5,0,126,9,6,0
22,158,1,18,2,34,9,23,0
3,55,1,12,9,165,5,4,0
5,153,3,16,8,298,7,17,0
10,349,5,9,8,270,17,22,0
0,422,1,14,4,289,16,18,0
23,529,1,5,2,118,9,9,0
